temperatura,umidade,pressao,vento,chuva,nivel_agua,gases,luminosidade,evento
10.88,16.59,1046.37,3.33,196.23,3.95,430.17,75388.97,enchente
-1.97,20.56,1008.57,21.04,191.25,4.66,964.24,57061.26,enchente
26.32,12.68,987.51,14.54,269.34,2.81,496.85,44688.02,enchente
10.42,75.18,998.41,6.38,39.36,1.67,1720.83,50329.14,normal
3.3,48.06,1025.44,22.04,87.85,1.55,1131.52,80725.84,normal
5.94,32.98,963.68,6.37,215.46,4.1,1242.89,3097.52,enchente
-0.11,54.18,1017.84,0.61,282.95,0.35,902.95,76457.57,normal
9.08,49.94,1021.21,8.07,180.79,0.72,1498.45,9665.44,normal
-9.49,82.36,1034.15,5.65,63.42,4.76,1427.06,77367.53,normal
4.74,91.87,1039.47,15.52,20.41,2.1,618.73,81189.66,normal
5.11,68.81,981.57,24.45,219.52,0.02,369.43,68774.27,normal
-4.15,32.56,972.05,11.44,172.7,2.19,1254.69,12359.04,enchente
-3.65,54.46,966.53,7.4,132.11,1.96,1999.03,14829.77,normal
27.47,50.1,965.54,16.35,122.46,4.41,1035.64,13146.77,enchente
38.58,86.0,996.18,8.3,297.37,2.24,1515.54,99972.9,enchente
16.18,97.64,1009.01,0.05,244.86,4.93,1172.48,40598.57,enchente
-7.33,90.58,1040.01,17.02,227.82,0.64,349.39,39879.1,normal
17.76,68.67,996.41,1.12,257.55,4.81,1349.85,21939.8,enchente
4.33,29.0,1002.15,0.65,136.51,0.23,1847.36,59299.27,normal
33.21,42.0,1031.15,19.57,21.87,2.57,685.15,57300.22,normal
18.99,55.78,1032.67,7.41,218.13,1.04,610.91,70376.06,normal
-6.87,32.02,1029.15,23.47,271.34,1.59,675.09,74109.58,normal
18.54,62.97,1006.63,5.62,66.7,2.13,807.97,57979.24,normal
39.32,52.08,1029.57,13.31,139.09,4.03,1347.45,19539.99,enchente
24.39,68.41,983.14,14.35,126.62,1.84,1310.05,19584.37,normal
35.42,55.11,997.96,6.41,107.42,1.22,700.48,44634.31,normal
2.0,20.16,1031.31,7.28,238.55,4.36,1200.23,69866.14,enchente
27.16,52.2,1000.84,5.04,204.35,2.75,353.65,29546.34,enchente
27.42,45.59,997.15,16.21,263.56,1.42,313.11,99201.36,normal
11.05,27.2,1018.12,0.66,61.15,2.7,1794.3,32261.13,normal
37.55,16.24,1049.68,11.25,45.76,2.48,1939.58,28511.85,incendio
24.58,25.69,986.2,3.73,13.37,0.22,1379.65,22812.51,normal
22.0,93.85,960.07,2.76,80.69,4.75,1927.69,58692.26,normal
15.19,98.76,986.33,18.11,116.14,4.39,688.21,69752.0,enchente
42.15,16.15,986.32,0.5,156.61,3.3,1810.6,61880.9,enchente
0.17,77.09,956.06,22.49,47.55,2.2,1314.2,25473.0,tempestade
10.68,29.66,953.94,16.91,103.54,2.18,1888.86,43608.89,enchente
-5.15,55.81,1041.78,9.45,194.64,0.46,1834.32,18060.49,normal
0.39,18.85,995.09,16.49,200.06,1.19,1582.61,77608.82,normal
-9.99,56.91,994.51,10.85,122.19,3.18,1858.49,92109.25,enchente
37.46,92.39,994.51,6.72,63.95,4.46,1258.94,29816.69,normal
-5.83,42.91,1022.31,20.31,272.25,0.06,1571.09,10176.32,normal
30.44,88.82,1017.0,1.68,15.93,2.16,1159.35,7564.11,normal
20.8,83.26,1037.63,2.81,270.29,3.69,1815.32,60486.82,enchente
-3.58,26.24,987.47,19.67,208.24,2.98,1347.93,66904.52,enchente
8.13,70.59,951.14,24.17,81.24,1.93,1639.18,40692.37,tempestade
-6.09,19.54,1024.03,0.84,44.46,1.18,654.79,88606.98,normal
24.99,50.15,1038.42,19.7,10.9,0.58,1336.69,36729.33,normal
-0.7,17.27,1001.55,24.99,202.12,2.65,838.71,74522.24,enchente
6.79,21.21,1032.55,16.16,11.14,4.46,524.2,21298.32,normal
34.51,99.69,1015.46,2.93,81.11,3.72,948.78,64500.54,normal
29.54,67.65,980.44,22.86,281.77,2.77,1904.36,72038.85,enchente
42.61,32.43,1033.33,18.12,0.26,1.46,1586.08,76919.07,onda_calor
5.22,20.47,1003.3,17.77,283.79,0.29,1674.74,75899.78,normal
32.9,49.41,1010.75,19.56,127.85,3.92,388.02,31529.78,enchente
30.74,73.96,989.69,1.56,40.95,0.45,330.32,68855.21,normal
41.68,41.11,957.43,22.77,78.56,0.52,1804.8,92505.09,tempestade
20.01,44.08,1033.45,21.97,263.16,2.21,1111.17,40818.37,enchente
18.76,72.31,959.95,2.36,212.02,2.61,997.93,87.71,enchente
32.6,36.79,964.89,17.41,101.57,4.45,451.37,58529.05,enchente
18.53,64.48,1024.29,8.95,211.94,3.27,305.16,36110.87,enchente
11.3,75.71,955.75,6.56,291.86,2.21,729.36,90667.65,enchente
39.99,28.44,1013.05,4.43,245.39,2.84,1713.73,42919.41,enchente
44.98,57.87,1030.8,0.67,118.54,2.41,1700.82,96294.55,enchente
15.97,70.91,977.48,20.65,212.1,0.76,1997.64,50630.37,tempestade
2.5,74.47,1007.11,4.31,89.78,2.93,982.34,4482.07,normal
35.64,95.82,989.45,23.08,186.03,3.79,1105.09,46629.73,enchente
26.99,70.02,1006.93,17.45,237.22,1.41,896.64,94524.22,normal
23.28,10.73,972.0,4.15,162.41,4.41,1249.85,58126.92,enchente
-7.16,29.49,1005.06,11.47,272.32,3.15,556.28,90259.77,enchente
31.98,94.25,1023.52,24.35,12.13,0.72,1808.01,370.82,normal
8.84,17.35,956.43,4.64,1.4,0.57,1635.25,42877.52,normal
22.5,29.41,981.25,7.02,91.95,4.17,899.74,22348.34,normal
1.05,60.76,969.2,16.51,267.96,2.85,619.33,34889.53,enchente
27.24,53.53,1034.34,17.88,130.82,2.46,904.86,35646.41,enchente
44.98,21.9,1026.48,11.02,20.85,2.25,604.12,38047.39,onda_calor
40.45,87.58,1037.11,16.88,205.21,2.01,1589.72,25895.88,enchente
-6.45,77.59,980.22,23.89,220.02,3.53,1771.79,95225.68,enchente
38.18,13.4,996.86,17.11,48.27,4.39,1920.72,98470.54,incendio
-0.65,38.01,1025.97,1.35,3.37,4.22,865.63,84291.06,normal
-5.84,44.2,1020.26,3.79,256.12,3.67,398.44,58435.59,enchente
39.77,12.01,984.3,1.33,78.74,4.88,1281.0,66748.7,incendio
0.82,43.01,1048.94,24.91,256.94,3.55,910.12,98906.62,enchente
12.26,65.09,994.91,1.29,131.84,3.72,479.88,38385.36,enchente
6.46,10.7,1029.42,7.23,219.22,3.93,822.24,62106.76,enchente
-4.45,89.9,996.95,5.45,257.99,3.26,1622.46,48595.64,enchente
22.86,14.5,1044.23,21.49,273.47,0.98,1618.03,53609.85,normal
6.12,57.81,975.91,4.8,74.62,0.09,1858.32,54039.12,normal
1.11,74.29,1004.72,24.02,198.42,1.83,1116.06,69813.04,normal
10.6,15.51,959.53,10.31,119.72,1.9,1120.86,55144.55,tempestade
8.19,74.11,961.32,19.22,142.77,2.54,1001.73,27673.68,enchente
29.91,79.61,994.43,11.34,154.74,3.08,694.84,97820.57,enchente
15.57,36.65,1013.38,7.84,72.8,3.6,689.44,1631.59,normal
43.2,58.57,999.49,18.88,18.24,4.36,1293.69,27246.45,onda_calor
23.93,32.24,990.11,20.3,243.81,3.74,1602.86,91207.06,enchente
17.27,48.51,1009.82,5.51,220.78,2.63,772.44,48891.94,enchente
-7.7,49.57,958.54,12.05,4.21,0.52,708.19,18259.08,tempestade
-8.04,29.32,1007.92,22.11,43.28,4.34,994.53,8737.29,normal
34.66,47.32,991.87,4.68,93.95,0.19,1788.99,19155.56,normal
43.67,48.42,1003.2,16.74,90.93,0.23,1218.64,430.54,onda_calor
7.81,66.91,950.51,9.51,78.83,0.11,1188.11,69417.13,normal
28.54,20.0,1022.39,22.3,203.69,2.86,1415.71,73210.07,enchente
36.16,10.9,1027.46,9.9,152.09,0.65,371.31,72384.0,incendio
30.19,21.0,995.73,18.11,297.74,1.09,1811.29,28534.57,normal
20.71,18.49,968.0,22.06,209.41,4.72,1219.23,57946.58,enchente
15.36,79.28,980.67,7.04,182.92,4.71,1179.56,23331.04,enchente
-6.92,37.11,1032.6,12.96,3.6,3.07,533.05,55716.9,normal
37.09,93.72,1036.67,7.75,245.29,3.09,1128.19,86413.02,enchente
17.86,86.88,1011.35,9.52,243.99,3.87,1715.06,5361.75,enchente
29.51,80.19,994.49,24.46,6.12,1.43,1555.36,54457.92,normal
34.34,29.97,999.28,10.95,24.17,0.97,1885.23,75299.05,normal
43.03,16.4,964.5,23.44,159.69,1.68,1704.18,40128.9,incendio
10.39,47.07,1044.35,7.82,266.58,3.68,856.0,77245.89,enchente
34.48,62.06,995.1,12.77,265.37,4.57,1046.51,44500.78,enchente
-5.05,42.2,1025.26,9.1,283.77,0.96,302.99,61079.11,normal
35.38,39.42,974.72,4.96,288.42,0.77,1718.19,63233.33,normal
30.67,32.96,969.52,14.95,74.02,0.11,670.15,19301.13,tempestade
-5.27,48.97,965.28,9.29,162.4,4.18,1658.24,96195.25,enchente
2.76,94.88,990.46,15.67,3.41,3.83,535.96,97353.76,normal
34.03,15.64,1034.53,12.36,42.57,3.17,541.81,4998.05,normal
24.95,99.21,1028.92,8.82,24.88,1.83,1976.44,61117.79,normal
0.15,98.55,985.77,0.48,210.71,1.14,337.91,66397.45,normal
8.65,44.1,1039.86,12.91,32.58,1.06,553.18,78396.24,normal
34.26,79.86,973.61,11.67,0.89,0.78,1167.53,21754.86,tempestade
36.52,94.76,987.17,16.62,284.76,2.04,370.61,11890.66,enchente
31.12,90.31,1043.82,5.04,235.87,1.81,1533.12,60169.86,normal
9.69,14.64,978.3,22.12,284.01,1.26,658.77,17574.55,tempestade
35.79,77.03,993.42,24.26,105.85,4.32,758.68,9998.09,enchente
29.31,98.3,981.64,23.41,282.09,0.21,582.49,2823.21,normal
-2.24,97.37,1026.53,22.97,156.31,0.24,1081.6,3566.48,normal
37.3,98.39,953.49,11.15,0.68,3.99,1960.41,27548.44,tempestade
-0.28,83.03,953.55,22.96,31.84,3.6,1572.66,68762.09,tempestade
8.48,19.8,967.41,10.76,171.48,2.67,1471.69,32038.64,enchente
2.24,12.93,1018.53,22.52,178.42,4.8,809.34,54170.33,enchente
-9.32,24.64,1049.67,6.11,89.75,4.68,965.99,35264.31,normal
39.47,16.23,1040.71,10.56,5.33,2.86,1949.59,97328.32,incendio
3.36,88.85,995.14,6.55,46.24,1.67,1338.36,54548.64,normal
22.13,55.33,967.65,22.74,19.6,2.18,1054.04,36054.93,tempestade
30.26,99.5,1016.27,7.05,160.83,2.5,1363.37,37358.86,enchente
37.4,70.5,1020.95,0.21,23.94,2.71,1823.88,47104.37,normal
36.98,52.97,973.52,15.68,289.61,0.45,1293.43,66990.78,tempestade
9.53,22.08,1034.27,18.17,239.64,3.68,1508.03,60975.12,enchente
37.73,73.6,986.95,18.04,194.93,3.06,1256.65,30917.28,enchente
-2.35,10.47,1049.66,0.2,3.99,1.83,1507.2,58935.35,normal
-7.66,17.3,1015.17,16.23,218.34,2.65,1486.99,23229.2,enchente
41.24,97.12,993.47,4.71,292.79,4.54,1706.43,11945.76,enchente
29.51,76.3,1025.48,20.13,186.01,2.58,1136.02,62250.99,enchente
33.55,24.35,1036.05,4.54,38.46,3.58,1794.98,54354.36,normal
26.34,69.5,1019.25,19.02,94.84,4.76,1906.42,41316.07,normal
-0.9,69.88,969.51,21.6,124.93,4.51,1405.44,85433.77,enchente
10.23,18.76,977.55,22.27,154.15,1.86,1203.48,59193.17,tempestade
36.6,68.0,1048.89,5.01,288.84,4.23,1492.42,73879.95,enchente
29.14,87.15,971.05,0.56,259.85,2.49,493.64,17508.6,enchente
21.78,51.39,1024.78,12.99,236.96,0.62,351.49,88093.37,normal
29.08,33.93,1019.55,0.38,104.62,4.94,535.08,96558.28,enchente
35.67,93.8,966.53,24.25,291.93,2.05,1364.41,58100.0,enchente
30.77,42.24,980.14,18.39,233.85,4.51,1660.03,80642.35,enchente
17.86,53.0,1035.57,24.18,123.98,2.84,1801.73,48220.33,enchente
1.56,91.35,1037.24,15.3,74.06,1.86,359.84,9094.1,normal
35.13,17.05,1035.16,1.56,149.27,0.78,697.05,94546.47,incendio
18.97,74.77,994.28,4.32,134.52,2.01,1224.45,73620.91,enchente
32.14,53.58,963.74,5.97,206.63,4.17,779.58,98342.74,enchente
11.81,55.1,1014.63,8.95,64.3,3.15,1051.6,71159.13,normal
33.24,82.75,994.74,20.89,282.14,1.54,1525.97,57327.07,normal
38.68,97.75,1025.63,23.03,71.35,3.08,608.36,3291.54,onda_calor
20.18,54.15,996.02,4.78,102.15,2.6,1883.75,8177.53,enchente
-6.82,63.32,1016.78,23.93,287.0,2.77,585.96,88449.74,enchente
23.09,93.87,1038.88,24.38,134.11,1.25,1367.04,20656.59,normal
36.88,31.15,1046.12,11.22,201.67,2.88,1324.43,41566.14,enchente
13.52,16.99,962.37,11.17,252.51,3.45,1882.41,53635.72,enchente
-3.55,53.0,1006.55,0.42,280.09,0.28,1929.23,46644.62,normal
5.09,18.15,950.14,0.91,154.96,4.35,1984.44,24217.14,enchente
6.04,93.38,971.47,20.18,235.16,4.34,1906.79,30429.01,enchente
29.94,33.16,1016.13,2.43,204.52,2.98,372.38,19942.21,enchente
1.09,94.15,1024.56,19.75,67.35,2.16,632.92,40298.85,normal
7.65,58.49,980.52,4.6,252.58,4.32,1004.5,58142.41,enchente
35.11,84.87,1026.58,24.98,230.84,3.09,1348.5,5629.36,enchente
28.4,40.59,1017.62,7.6,222.18,1.51,1464.55,20862.38,normal
15.74,72.78,963.03,8.6,239.84,3.02,625.88,92343.22,enchente
28.57,49.15,1022.46,12.61,55.12,4.94,1958.13,72706.82,normal
39.48,38.94,951.08,17.69,238.64,2.48,823.88,55245.08,enchente
34.42,89.55,960.99,1.1,42.7,0.13,1844.69,31494.49,normal
33.95,21.6,986.06,17.46,64.97,2.09,1808.34,86262.05,normal
15.6,20.27,982.65,24.39,157.0,4.43,1611.11,63741.16,enchente
41.69,25.55,996.99,18.29,34.96,1.3,1768.94,45629.27,onda_calor
15.42,91.33,961.27,8.72,206.8,3.59,544.68,21324.17,enchente
11.12,38.75,974.83,14.16,63.43,1.68,1449.07,62932.85,tempestade
11.62,58.33,989.67,9.1,139.59,3.45,993.08,34024.38,enchente
26.47,88.48,1018.07,19.06,91.27,2.17,951.63,8730.84,normal
-5.82,52.98,991.57,7.83,49.46,2.29,1598.41,9668.52,normal
25.14,72.44,1016.86,11.83,162.04,3.85,705.18,23647.62,enchente
8.07,84.88,1031.04,10.32,151.08,4.68,1193.77,58271.38,enchente
44.95,87.51,958.33,0.96,0.1,0.19,724.87,97570.47,onda_calor
1.5,89.25,1006.62,6.39,157.44,0.79,1449.34,29459.02,normal
28.81,93.73,1048.66,20.9,289.05,0.37,1172.39,20188.46,normal
9.2,82.81,1016.14,9.43,34.69,0.4,584.72,90907.77,normal
35.71,73.84,972.08,22.78,284.87,4.71,721.96,59520.01,enchente
18.78,15.06,960.82,11.93,4.48,4.29,1522.26,57430.16,tempestade
6.66,21.58,1014.49,4.81,258.0,0.85,1385.29,50935.86,normal
2.97,45.86,994.15,8.87,166.11,0.08,1590.82,42499.99,normal
25.13,77.19,1037.1,13.69,220.29,1.11,1463.16,39234.61,normal
25.85,77.27,1023.47,8.85,59.52,2.36,936.7,48354.63,normal
22.52,68.88,983.67,1.98,87.08,3.16,930.53,94361.39,normal
11.83,85.54,985.85,10.49,222.81,0.63,1408.38,98923.98,normal
-6.56,96.5,979.18,9.66,120.67,0.68,457.78,43896.33,normal
7.73,14.02,981.65,13.87,56.4,3.83,1063.95,45554.83,normal
18.39,98.15,1046.37,19.72,56.93,2.14,1623.8,97695.35,normal
-6.27,68.25,950.31,12.19,131.21,0.65,591.16,43839.7,tempestade
40.47,99.9,998.34,15.1,68.57,2.8,629.12,33274.5,onda_calor
36.17,39.42,974.94,0.05,271.12,1.78,1779.6,7183.94,normal
41.84,70.53,974.61,20.3,54.99,2.42,1281.12,10689.34,tempestade
16.64,87.13,1016.41,3.0,291.65,2.9,1293.52,96484.3,enchente
35.6,73.77,970.1,20.55,192.91,3.29,1752.72,52923.74,enchente
1.48,45.76,1002.0,12.74,27.51,1.44,880.4,58401.07,normal
43.06,10.67,993.52,12.97,247.58,0.69,1480.55,19986.37,incendio
42.54,31.58,1017.28,6.19,256.23,2.26,1400.86,14175.65,enchente
23.4,99.52,964.25,12.41,182.76,1.31,1177.04,60616.48,tempestade
32.08,68.75,1003.02,2.26,277.77,0.1,1560.11,54778.47,normal
42.47,33.1,1005.07,5.89,79.36,4.96,1652.34,574.2,onda_calor
42.89,92.33,968.63,21.38,81.21,3.3,737.77,89083.07,tempestade
43.92,90.06,971.33,5.15,258.84,2.02,606.27,29376.59,enchente
12.99,19.01,996.72,4.22,9.61,3.01,1577.38,59062.06,normal
40.64,49.86,998.17,0.46,65.3,3.71,991.86,80819.64,onda_calor
43.92,54.42,992.05,20.02,232.87,4.45,661.66,1601.69,enchente
9.21,87.26,1008.69,21.74,134.56,0.32,1137.37,44757.07,normal
-8.16,10.9,962.54,10.44,179.88,2.99,1347.76,96018.5,enchente
34.62,18.32,961.66,20.18,53.26,2.9,984.23,66349.15,tempestade
8.96,37.57,994.44,8.62,137.16,0.38,338.19,74683.54,normal
-9.93,37.15,1002.94,22.49,229.45,4.83,1274.44,63833.83,enchente
11.08,47.91,1049.69,8.03,122.27,2.63,1648.69,66906.03,enchente
27.39,26.97,951.56,3.83,20.52,3.54,539.49,27631.15,normal
41.51,55.38,1034.59,11.98,115.28,2.96,1085.25,90451.82,enchente
9.65,70.17,987.19,11.07,40.57,0.86,854.09,75032.15,normal
3.63,75.79,1020.8,20.99,244.58,4.75,1621.96,12916.14,enchente
8.56,39.8,1004.91,2.77,21.09,2.79,1120.63,84222.02,normal
-9.31,55.25,954.54,4.78,71.65,0.81,1944.08,71131.14,normal
12.34,53.92,1044.12,2.36,148.51,2.98,1848.91,57606.23,enchente
-1.52,65.23,962.2,13.27,86.67,2.47,1084.49,32207.02,tempestade
-7.25,62.97,978.98,3.56,27.26,1.99,906.78,70535.1,normal
10.57,76.47,969.63,9.71,186.37,1.72,608.96,30947.04,normal
24.36,30.12,950.62,4.72,264.34,2.91,822.92,79505.91,enchente
35.64,73.3,1010.67,17.38,238.09,0.51,1947.74,60870.22,normal
33.26,12.43,1014.54,21.11,59.64,2.2,1481.66,67762.48,normal
29.63,89.48,995.99,18.87,77.82,0.07,808.78,55296.32,normal
4.13,85.89,983.72,0.13,173.52,3.6,458.6,38198.09,enchente
36.0,93.84,951.83,21.87,217.91,0.13,1926.17,74572.6,tempestade
19.76,27.97,958.68,15.2,172.98,3.07,890.63,66297.79,enchente
14.38,21.89,1016.59,16.85,90.32,2.25,1029.9,49202.66,normal
4.43,24.97,985.35,14.2,127.32,0.02,975.76,69014.92,normal
36.83,41.36,1040.4,9.34,181.99,4.83,1335.32,24012.03,enchente
30.09,53.72,1037.41,1.83,297.82,3.59,1337.13,79282.98,enchente
33.92,68.77,1044.91,22.47,136.7,2.46,1455.82,5883.89,enchente
23.82,62.8,1041.27,9.14,4.57,1.74,698.74,50526.85,normal
2.38,41.98,955.32,22.55,94.59,2.23,1894.76,24003.67,tempestade
25.26,14.59,1002.62,15.86,31.62,2.69,1444.11,69458.8,normal
-1.51,30.58,971.34,1.3,178.75,4.82,463.24,72922.34,enchente
-2.44,42.7,1001.77,1.31,10.51,1.75,914.53,75426.29,normal
25.55,30.86,950.07,6.25,105.34,3.16,327.37,47714.8,enchente
1.38,40.64,1045.13,20.49,208.55,1.54,938.49,97541.51,normal
20.01,16.18,950.43,13.0,210.91,4.57,948.2,92745.68,enchente
23.35,33.23,960.65,13.87,139.6,0.58,1359.92,13139.18,tempestade
0.92,83.29,1019.29,24.08,175.05,4.67,1099.04,35877.87,enchente
-2.95,23.81,1044.36,15.59,13.74,4.99,1364.67,92168.45,normal
8.99,73.33,955.23,9.28,164.76,4.89,1806.32,2063.4,enchente
35.0,71.38,981.01,15.56,49.77,3.67,1724.23,92335.35,normal
4.75,25.62,998.99,22.77,169.46,4.3,913.67,68832.13,enchente
18.74,88.18,980.39,19.16,32.1,2.01,880.77,59747.75,normal
-6.6,34.78,965.77,8.89,80.36,1.01,952.04,38206.41,normal
25.89,71.02,986.43,16.65,165.34,3.17,1435.19,3924.02,enchente
-0.02,75.42,1027.5,23.13,31.99,0.48,1029.72,8023.15,normal
40.46,29.63,1027.12,17.46,188.4,1.48,1940.71,24416.64,onda_calor
16.99,31.45,1004.87,12.61,90.61,4.52,894.91,32414.88,normal
3.12,50.29,1039.67,2.9,229.96,0.3,523.49,92783.68,normal
20.66,61.27,974.77,13.56,283.47,3.52,1069.95,56043.36,enchente
37.13,62.03,1000.59,20.08,124.14,4.32,847.4,37061.46,enchente
27.62,47.64,986.64,22.49,3.63,2.21,630.57,55209.98,normal
13.55,26.82,986.53,21.82,253.17,2.58,651.72,27159.77,enchente
14.56,84.61,1012.52,6.15,114.89,3.77,737.74,58695.19,enchente
9.32,29.2,981.54,3.49,194.48,1.44,905.39,12102.44,normal
8.14,53.45,1004.49,6.28,262.93,2.63,1636.34,12955.16,enchente
27.19,53.07,973.13,1.55,30.62,4.71,1084.17,91031.11,normal
23.73,29.68,995.82,9.08,238.22,2.98,505.36,31056.13,enchente
44.72,81.75,958.0,12.55,182.07,3.09,883.0,19731.72,enchente
12.01,25.45,1020.79,13.78,18.05,0.51,1219.44,5285.48,normal
0.42,42.1,957.32,9.82,276.85,3.11,1554.84,50305.29,enchente
33.39,82.27,1045.67,13.23,27.64,1.99,1030.04,1319.9,normal
41.05,64.05,985.03,16.57,98.02,0.3,696.32,56480.99,onda_calor
37.54,98.86,967.86,8.21,281.96,0.38,1444.72,8612.13,normal
42.17,34.45,995.31,7.17,170.41,2.28,1719.93,69625.12,enchente
30.21,92.54,986.52,24.79,224.47,2.96,913.7,56402.53,enchente
17.38,46.47,965.34,18.17,233.05,0.13,1209.51,40031.09,tempestade
43.52,40.28,1017.18,5.93,258.49,4.43,643.91,3666.37,enchente
8.83,87.46,1031.09,10.6,121.12,2.0,1377.38,38471.01,normal
36.41,13.72,1041.64,12.4,266.65,3.58,1109.44,64979.78,enchente
18.56,88.97,987.34,17.09,257.55,3.89,1014.72,46887.56,enchente
7.32,80.93,991.38,19.7,120.7,3.08,338.27,37751.43,enchente
-9.12,46.92,1046.52,5.63,281.03,4.1,1651.58,91213.38,enchente
29.62,64.2,970.35,24.84,245.9,4.51,986.46,14023.24,enchente
33.93,81.27,1005.38,11.84,262.97,2.87,1493.83,31722.32,enchente
24.79,77.74,1029.03,5.01,260.05,1.77,1110.15,66018.24,normal
19.3,34.24,977.81,8.27,163.72,1.29,1456.39,68852.22,normal
4.91,34.91,990.03,19.75,34.79,1.96,459.2,68238.95,normal
-8.72,92.72,1000.9,18.49,32.83,1.47,1003.24,30189.54,normal
15.89,69.08,1012.18,17.15,284.2,0.92,982.71,23459.94,normal
3.09,56.59,960.01,7.98,61.55,0.9,1120.26,9214.82,normal
9.58,88.99,964.23,13.42,76.43,1.81,1114.69,99438.93,tempestade
9.78,97.07,1025.72,3.19,102.4,3.43,1205.43,3457.22,enchente
-2.22,93.72,999.55,17.04,79.42,3.33,1919.11,79568.89,normal
6.72,46.94,1014.44,15.55,273.57,1.56,519.62,1585.48,normal
39.9,24.95,1006.69,0.05,3.18,2.14,1370.08,24953.68,onda_calor
34.8,89.13,975.46,15.91,211.16,2.13,1145.71,43571.01,enchente
18.63,71.53,978.51,6.02,37.33,4.04,1999.07,12626.06,normal
14.19,94.69,1011.79,0.86,119.65,3.58,594.71,71921.38,enchente
32.0,30.86,993.07,18.23,45.7,1.72,888.79,95860.1,normal
-8.39,85.32,971.59,16.45,90.38,4.4,350.17,91222.11,tempestade
16.08,83.46,982.06,13.61,10.62,1.43,1721.75,99820.02,normal
32.29,50.81,1014.68,6.51,163.65,4.37,1250.89,10287.98,enchente
35.71,20.5,1031.8,9.96,96.08,3.59,860.36,64542.82,normal
19.37,93.15,990.18,1.54,27.76,1.78,627.56,28629.62,normal
33.17,52.93,978.21,14.18,261.64,2.54,1833.22,82966.88,enchente
31.97,29.92,1038.65,22.75,164.54,1.78,1461.14,6137.52,normal
-9.72,28.69,1034.82,12.51,165.07,1.1,376.88,96398.95,normal
10.01,94.97,953.96,8.06,273.2,0.4,1334.71,86972.9,normal
17.77,57.88,994.32,22.45,279.25,0.13,1283.0,3004.31,normal
33.59,45.95,1037.24,1.95,146.8,1.44,683.7,30508.48,normal
24.81,46.82,979.39,13.24,90.79,4.08,589.72,47091.99,tempestade
0.76,30.24,1011.84,22.18,190.44,0.48,722.63,66584.48,normal
32.8,68.13,973.75,9.28,145.34,0.19,637.07,21998.02,normal
5.19,39.54,1021.04,24.57,24.22,3.57,909.63,69727.17,normal
-6.64,28.52,998.89,12.06,249.2,3.86,367.99,25049.16,enchente
39.86,62.38,989.8,20.77,121.09,4.41,348.2,9343.69,enchente
14.25,67.73,1029.92,16.37,43.87,0.07,1435.06,61586.5,normal
36.6,75.54,960.64,10.33,73.77,1.04,1214.42,73292.1,tempestade
38.61,21.11,1043.32,9.23,71.66,0.8,907.08,34992.28,onda_calor
-0.18,71.85,1028.08,4.75,256.47,4.25,1962.22,56333.87,enchente
1.75,84.06,1044.43,11.02,247.53,2.2,874.71,60277.38,enchente
44.89,35.96,992.91,20.62,287.61,4.69,1536.32,23628.41,enchente
15.02,77.28,1046.01,21.75,96.86,4.99,459.01,25907.03,normal
34.29,13.67,985.26,9.39,151.87,3.6,322.93,77806.56,enchente
18.46,69.69,992.57,7.35,19.34,4.76,1867.61,23297.78,normal
-5.96,92.32,1044.72,19.5,226.13,0.25,1148.55,44857.39,normal
21.98,22.47,955.11,0.55,21.92,2.93,453.45,20560.46,normal
33.98,81.33,1047.15,12.56,12.92,2.11,1477.89,14127.35,normal
18.84,83.5,1003.47,24.38,200.75,2.18,1656.83,32438.36,enchente
38.71,68.27,974.61,16.39,87.24,3.54,577.55,33734.9,tempestade
19.38,32.08,993.21,23.71,260.32,3.44,443.61,86651.01,enchente
3.07,22.57,957.82,7.0,41.91,3.71,926.41,96296.09,normal
28.77,55.42,1006.0,23.49,146.15,3.72,1113.5,64220.26,enchente
14.41,97.44,1046.87,7.89,89.57,2.71,332.64,18002.66,normal
10.56,20.04,1045.32,1.88,287.92,2.88,536.51,37881.91,enchente
4.76,98.16,1010.49,7.99,18.62,3.71,1461.62,47223.3,normal
28.92,35.0,1024.08,9.44,125.63,2.47,854.66,54949.01,enchente
18.73,43.43,995.31,14.79,148.23,1.48,304.72,79828.83,normal
11.86,72.31,992.05,23.55,89.72,0.85,1743.08,32612.77,normal
43.53,76.02,983.39,2.04,53.34,0.19,390.49,34786.28,onda_calor
38.03,96.28,951.4,13.36,19.9,2.33,911.76,48013.45,tempestade
19.3,31.26,978.43,24.71,266.65,4.47,1999.02,3204.91,enchente
9.68,29.87,1046.06,6.68,138.48,3.25,313.63,47533.83,enchente
30.24,52.38,998.12,8.65,137.68,4.8,976.08,85762.67,enchente
20.64,84.47,996.02,4.95,24.27,0.28,832.09,77729.1,normal
26.06,79.29,1031.44,16.18,258.07,0.7,417.31,48069.06,normal
-4.27,23.17,998.9,19.72,65.73,1.17,1174.6,11954.98,normal
42.56,48.68,988.26,2.74,42.33,1.35,359.76,7723.37,onda_calor
36.26,82.06,1048.84,23.45,145.06,4.0,1936.8,71590.76,enchente
42.17,78.53,966.11,0.83,251.56,3.62,710.36,43455.25,enchente
38.5,10.53,980.64,15.76,64.59,0.78,1786.57,54792.11,incendio
14.25,39.71,1015.68,2.48,196.91,3.73,1393.49,55221.14,enchente
9.05,98.29,1000.08,20.15,102.24,3.55,1542.63,83276.42,enchente
